job_id,title,description,company,location,salary_min,salary_max,contract_type,created,redirect_url,category
5499568762,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"maynard, middlesex county",82280.72,82280.72,,2025-11-16 14:10:49+00:00,https://www.adzuna.com/land/ad/5499568762?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=AA5FE5DD340E7A2393DD0B178D39329F762A7D8F,engineering jobs
5502375377,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"boston, suffolk county",81395.37,81395.37,,2025-11-18 14:34:15+00:00,https://www.adzuna.com/land/ad/5502375377?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=BDF63EEE2C15991EFA56A2CB58E35FF5D1CD26F6,engineering jobs
5502375367,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"maynard, middlesex county",94462.88,94462.88,,2025-11-18 14:34:15+00:00,https://www.adzuna.com/land/ad/5502375367?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=FD08E2AD8CCB5135CA78315F445427AAB5F710A2,engineering jobs
5499569857,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"lonsdale, knox county",82616.38,82616.38,,2025-11-16 14:11:08+00:00,https://www.adzuna.com/land/ad/5499569857?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=14E0CCBC331EA87644F6703397822AFD530E4208,engineering jobs
5502305750,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"fulton, howard county",95433.2,95433.2,,2025-11-18 14:00:45+00:00,https://www.adzuna.com/land/ad/5502305750?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=7946CCD6B6CBBCAE401D814316803FD6A0C162C1,engineering jobs
5499522922,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"fulton, howard county",83125.83,83125.83,,2025-11-16 13:39:40+00:00,https://www.adzuna.com/land/ad/5499522922?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=51BA420E887BBA6E764ED366BAC59B0E97A08050,engineering jobs
5499575628,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"durham, durham county",65257.78,65257.78,,2025-11-16 14:12:00+00:00,https://www.adzuna.com/land/ad/5499575628?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=49B57EFF8275CED2F77056DB4E593AB807E05658,engineering jobs
5500724718,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"campbell, santa clara county",84794.04,84794.04,,2025-11-17 14:21:06+00:00,https://www.adzuna.com/land/ad/5500724718?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=5C38666AC254B054D289FC4E7D1C93FB4EAE0C52,engineering jobs
5500724719,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"milpitas, santa clara county",97895.55,97895.55,,2025-11-17 14:21:06+00:00,https://www.adzuna.com/land/ad/5500724719?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=24CB0BF828E13726CE2B0D7D6CCB329F2F298A8C,engineering jobs
5502373242,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"alpharetta, fulton county",100803.98,100803.98,,2025-11-18 14:33:59+00:00,https://www.adzuna.com/land/ad/5502373242?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=B03588931500DA2784848017D677F814DDED9D5C,engineering jobs
5502373239,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"atlanta, fulton county",121438.45,121438.45,,2025-11-18 14:33:59+00:00,https://www.adzuna.com/land/ad/5502373239?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=A29FFA09B430DF4EFDBCDBFE6AC0CE64A5745A63,engineering jobs
5499568304,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"atlanta, fulton county",105777.56,105777.56,,2025-11-16 14:10:40+00:00,https://www.adzuna.com/land/ad/5499568304?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=F25085994BE32761E5B87DB2D75395A30125A075,engineering jobs
5502378633,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"lonsdale, knox county",94848.24,94848.24,,2025-11-18 14:35:03+00:00,https://www.adzuna.com/land/ad/5502378633?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=C336D22C211E8B2EB4BBD6BC2F2632139DDABB01,engineering jobs
5502380059,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"durham, durham county",74919.59,74919.59,,2025-11-18 14:35:51+00:00,https://www.adzuna.com/land/ad/5502380059?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=4108B9E9CBDCB52767AEDF7BCB4781E975F125EA,engineering jobs
5502325882,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"campbell, santa clara county",97348.4,97348.4,,2025-11-18 14:11:01+00:00,https://www.adzuna.com/land/ad/5502325882?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=5FEF7C32F8847DCF2686760FC3D5597D438F87F1,engineering jobs
5502325879,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"santa monica, los angeles county",93767.81,93767.81,,2025-11-18 14:11:01+00:00,https://www.adzuna.com/land/ad/5502325879?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=12C571A095B86A2EF290DE0AC8DBAA615116B487,engineering jobs
5502325880,software engineer data/ai/intelligent systems phd (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"milpitas, santa clara county",112389.68,112389.68,,2025-11-18 14:11:01+00:00,https://www.adzuna.com/land/ad/5502325880?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=915B3E5FBED1F34D0D5F6E49F1A57C4D836689F3,engineering jobs
5499568303,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"alpharetta, fulton county",87803.98,87803.98,,2025-11-16 14:10:40+00:00,https://www.adzuna.com/land/ad/5499568303?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=C397170C4198CD7B8CFA14B7401098E4372B215D,engineering jobs
5499599223,software engineer data/ai/intelligent systems i (intern) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Meet the Team Our dedicated team members are building the future of Cisco's AI-driven platforms and data infrastructure, supporting innovation across the globe. You will join teams focused on developing advanced da…",cisco,"grand central, manhattan",106342.16,106342.16,,2025-11-16 14:19:41+00:00,https://www.adzuna.com/land/ad/5499599223?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=A981EC2AA3396F4D99905F9B05A43E1120E365CF,engineering jobs
5502374261,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"orenco, washington county",122008.89,122008.89,,2025-11-18 14:34:06+00:00,https://www.adzuna.com/land/ad/5502374261?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=1A83B6A160F5DB94C08A4CD455399C54C99BDEF9,engineering jobs
5502412618,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"grand central, manhattan",129278.2,129278.2,,2025-11-18 14:52:09+00:00,https://www.adzuna.com/land/ad/5502412618?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=93F099AAEB1907416D6EBB92D944B977289B46BD,engineering jobs
5502375372,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"boston, suffolk county",86189.83,86189.83,,2025-11-18 14:34:15+00:00,https://www.adzuna.com/land/ad/5502375372?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=C380627D6DA0D4A58C9D4717D60CCAA4774289D9,engineering jobs
5502375385,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"maynard, middlesex county",100027.05,100027.05,,2025-11-18 14:34:16+00:00,https://www.adzuna.com/land/ad/5502375385?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=CA275472B938398FD26059DDBE4E31B876F6C8C2,engineering jobs
5502305733,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"fulton, howard county",101054.62,101054.62,,2025-11-18 14:00:44+00:00,https://www.adzuna.com/land/ad/5502305733?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=10D503C95382E8E708D8BFE3C07C12DA2A97338F,engineering jobs
5502373234,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"alpharetta, fulton county",106741.68,106741.68,,2025-11-18 14:33:59+00:00,https://www.adzuna.com/land/ad/5502373234?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=66447E57FE098A1724FDE0F8CF91FE6326B280B0,engineering jobs
5502373240,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"atlanta, fulton county",128591.71,128591.71,,2025-11-18 14:33:59+00:00,https://www.adzuna.com/land/ad/5502373240?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=6A1498459B09CA97307439191454BBE07E540C4A,engineering jobs
5502378636,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"lonsdale, knox county",100435.22,100435.22,,2025-11-18 14:35:03+00:00,https://www.adzuna.com/land/ad/5502378636?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=1F542FB8E57D2E9023BB8A3CC692F7FBC94F1D5E,engineering jobs
5502379952,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"durham, durham county",79332.68,79332.68,,2025-11-18 14:35:46+00:00,https://www.adzuna.com/land/ad/5502379952?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=E0D5A84DE2AC27D15F652F689D6E93657E7D98FA,engineering jobs
5502325860,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"campbell, santa clara county",103082.55,103082.55,,2025-11-18 14:11:01+00:00,https://www.adzuna.com/land/ad/5502325860?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=CE24CD4748D2560882DA4EEE1F8BBDECEC89F3C4,engineering jobs
5502325881,software engineer data/ai/intelligent systems i (full time) - united states,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens. Applications are accepted until further notice. Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a re…",cisco,"milpitas, santa clara county",119009.7,119009.7,,2025-11-18 14:11:01+00:00,https://www.adzuna.com/land/ad/5502325881?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=6B3F36764A9E72F22C047B75E4CE40A8171C9DA8,engineering jobs
5491064237,"senior software engineer, data & ai engineering (us)","About Scrunch Scrunch , a venture-backed startup, is on a mission to bring brands to an AI-first future—where people increasingly rely on LLMs to discover, understand, and act on information that matters to them. As AI search and conversational agents replace traditional web search and browsing, Scrunch helps marketing teams rethink how their products and services are discovered and surfaced on AI platforms like ChatGPT, Claude, Gemini, and more—working with AI platforms, not against them. This…",scrunch ai,us,150471.33,150471.33,,2025-11-11 14:21:47+00:00,https://www.adzuna.com/details/5491064237?utm_medium=api&utm_source=96605243,it jobs
5535758638,"senior software engineer, ai data platform (coreai)","Overview Join Microsoft's CoreAI - AI Platform team in Bay Area/Redmond to build the AI Data Platform, the foundation for secure, scalable, reusable datasets that power model development. We seek Software Engineers passionate about large-scale data infrastructure, automation tools, and intelligence services to transform how Microsoft collects, generates, manages, and shares AI training data. Our mission is to build a central AI data platform that breaks down Microsoft's data silos and manages t…",microsoft corporation,"redmond, king county",182452.03,182452.03,,2025-12-09 22:16:21+00:00,https://www.adzuna.com/land/ad/5535758638?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=3AC7F23CBBDAD36605227F4640D234A276069146,it jobs
5527236290,"senior software engineer, data/ai platform (san francisco)","Senior Software Engineer, Data Platform As Software Engineer for Linktrees Data Platform team, youll play a crucial role in building a robust, scalable data platform that drives innovative experiences in our core product. Your contributions will unlock new opportunities for our tens of millions of users and our billions of visitors around the world, helping us achieve Linktrees mission: empowering anyone to curate, grow and monetize their digital universe. Youll collaborate with a talented grou…",linktree,"mission district, san francisco",144128.28,144128.28,,2025-12-04 06:45:42+00:00,https://www.adzuna.com/details/5527236290?utm_medium=api&utm_source=96605243,it jobs
5553770450,"senior software engineer, data/ai platform (san francisco)","Senior Software Engineer, Data Platform Los Angeles, CA San Francisco, CA Engineering | Hybrid | Full-time The Role As Software Engineer for Linktrees Data Platform team, youll play a crucial role in building a robust, scalable data platform that drives innovative experiences in our core product. Your contributions will unlock new opportunities for our tens of millions of users and our billions of visitors around the world, helping us achieve Linktrees mission: empowering anyone to curate, grow…",linktree,"mission district, san francisco",132596.36,132596.36,,2025-12-23 19:40:31+00:00,https://www.adzuna.com/details/5553770450?utm_medium=api&utm_source=96605243,it jobs
5566524942,scientific software engineer (data science & ai institute) - staff,"The Johns Hopkins Data Science and AI Institute (DSAI) is focused on revolutionizing discovery by advancing artificial intelligence that evolves collaboratively with human intelligence, combining the strengths of each for the betterment of society and the world in which we live. DSAI will bring together the mathematical, computational, and ethical foundations of AI with the domains of Health & Medicine, Safety & Assurance, and Discovery & Inquiry. DSAI seeks a _Scientific Software Engineer_ wit…",johns hopkins university,"druid, baltimore",101870.91,101870.91,,2026-01-03 15:17:23+00:00,https://www.adzuna.com/land/ad/5566524942?se=jHQCNPnr8BGBePGj5W11VA&utm_medium=api&utm_source=96605243&v=2203948266FEE92D65DA24426A9AF796B1EF9C0E,it jobs
